County,Less_Than_High_School_Diploma,At_Least_High_School_Diploma,At_Least_Bachelors's_Degree,Graduate_Degree,School_Enrollment,Median_Earnings_2010,White_Not_Latino_Population,African_American_Population,Native_American_Population,Asian_American_Population,Other_Race_or_Races,Latino_Population,Children_Under_6_Living_in_Poverty,Adults_65_and_Older_Living_in_Poverty,Total_Population,Preschool_Enrollment_Ratio_enrolled_ages_3_and_4,Poverty_Rate_below_federal_poverty_threshold,Gini_Coefficient,Child_Poverty_living_in_families_below_the_poverty_line,Management_professional_and_related_occupations,Service_occupations,Sales_and_office_occupations,Farming_fishing_and_forestry_occupations,Construction_extraction_maintenance_and_repair_occupations,Production_transportation_and_material_moving_occupations,SIRE_homogeneity,median_age,Poor_physical_health_days,Poor_mental_health_days,Low_birthweight,Teen_births,Children_in_single_parent_households,Adult_smoking,Adult_obesity,Diabetes,Sexually_transmitted_infections,HIV_prevalence_rate,Uninsured,Unemployment,Violent_crime,Homicide_rate,Injury_deaths,Infant_mortality,Result_2016
"Comanche County, Oklahoma",11.5,88.5,19.8,6.7,65.4,23197.541905000002,60.35,17.0,5.05,1.95,5.2,10.4,32.4,8.65,118463,37.4,17.4,0.419,25.2,30.2,20.45,25.95,0.45,10.85,12.1,0.40956275,31.6,5.1,4.8,0.09,56.0,0.435,0.29600000000000004,0.345,0.109,921.2,188.9,0.183,0.066,801.29,7.84,68.5,9.3,0
"Lamar County, Alabama",24.7,75.3,9.2,3.3,72.15,22183.97111,85.8,11.6,0.2,0.0,0.7,1.6,21.15,17.35,14501,40.6,17.8,0.495,22.45,24.5,15.15,19.65,1.85,11.2,27.6,0.749929,42.2,7.1,6.0,0.09,56.2,0.377,0.261,0.313,0.138,307.5,89.6,0.168,0.076,53.22,8.596923076923074,82.7,9.184444444444447,0
"Arenac County, Michigan",18.6,81.4,10.6,3.6,75.85,20794.596825,94.55,1.25,1.1,0.25,1.35,1.55,31.95,10.35,16230,49.8,17.0,0.414,24.65,26.1,20.5,21.0,1.95,11.25,19.2,0.89467625,45.7,3.786486486486486,8.1,0.09,26.5,0.259,0.315,0.34299999999999997,0.107,255.6,74.81147540983606,0.155,0.12,195.9,4.434166666666666,75.2,7.062790697674419,0
"Dickinson County, Michigan",7.8,92.2,17.9,5.7,81.05,22998.220315000002,96.7,0.25,0.35,0.5,1.2,0.95,27.05,8.35,26585,53.5,10.7,0.431,13.8,26.3,18.65,27.65,0.5,8.8,18.05,0.93536675,44.6,3.8,2.9,0.07,28.0,0.24100000000000002,0.275,0.298,0.10800000000000001,179.5,74.81147540983606,0.11800000000000001,0.077,255.88172839506183,4.434166666666666,69.2,7.062790697674419,0
"Roscommon County, Michigan",16.3,83.7,13.6,4.8,75.95,18001.490794999998,96.7,0.4,0.6,0.35,1.0,1.0,40.85,7.55,24864,38.3,21.7,0.428,38.55,23.95,23.15,28.95,0.05,10.35,13.55,0.93535325,51.8,4.4,4.2,0.07,38.1,0.48700000000000004,0.258,0.33299999999999996,0.161,98.3,49.2,0.152,0.115,188.43,4.434166666666666,77.0,7.062790697674419,0
"Aitkin County, Minnesota",11.9,88.1,14.4,4.0,71.7,22444.330159999998,95.1,0.25,2.15,0.2,1.35,0.9,30.6,9.05,16036,45.3,13.7,0.406,22.45,26.6,21.2,21.0,1.9,14.0,15.35,0.90513675,50.7,3.0,3.3,0.06,27.4,0.371,0.14400000000000002,0.27399999999999997,0.10099999999999999,80.1,60.435999999999986,0.135,0.077,138.6,2.79,78.4,5.554545454545456,0
"Dakota County, Minnesota",5.6,94.4,38.1,11.2,79.55,39253.455875,83.8,4.3,0.35,4.3,2.1,5.2,6.65,5.15,393993,45.1,5.35,0.395,6.2,40.9,13.55,27.6,0.2,7.2,10.5,0.70909925,36.1,2.7,2.5,0.06,17.8,0.237,0.15,0.254,0.064,258.5,85.1,0.086,0.053,110.62,1.32,41.0,4.7,1
"Pennington County, Minnesota",12.5,87.5,15.4,5.3,74.35,25528.13111,93.15,0.8,1.3,0.7,1.6,2.45,18.3,16.65,13840,38.1,11.85,0.406,11.7,26.45,13.15,29.65,1.75,7.95,21.0,0.8688305000000001,39.5,2.8,2.5,0.07,29.2,0.247,0.18899999999999997,0.276,0.095,156.3,60.435999999999986,0.09300000000000001,0.06,105.35,2.79,69.3,5.554545454545456,0
"Rice County, Minnesota",9.8,90.2,27.1,9.9,78.85,25552.175555,86.2,2.45,0.35,1.75,1.6,7.7,20.65,7.5,63003,44.2,9.8,0.384,14.35,32.3,17.0,22.95,0.7,10.25,16.8,0.75014775,34.3,2.4,2.9,0.07,19.8,0.248,0.10300000000000001,0.259,0.077,133.5,61.6,0.106,0.064,152.13,2.79,49.5,3.7,0
"Caldwell County, Missouri",14.2,85.8,11.8,3.7,73.45,26564.66095,96.25,0.35,0.3,0.25,1.55,1.35,24.65,7.9,9308,29.5,15.75,0.42100000000000004,22.25,25.85,18.0,22.1,2.55,14.3,17.15,0.92685625,41.2,1.9,4.035164835164835,0.1,46.1,0.27399999999999997,0.19699999999999998,0.366,0.11199999999999999,161.0,58.9,0.18899999999999997,0.07400000000000001,284.08,6.0865625,104.5,8.073809523809523,0
"Macon County, Missouri",17.9,82.1,15.0,4.4,73.7,22778.360635,94.7,2.3,0.25,0.25,1.4,1.1,22.2,14.05,15511,38.4,15.7,0.408,21.1,27.85,17.2,22.3,1.85,14.0,16.8,0.8976675,42.0,3.1,4.3,0.07,45.1,0.25,0.183,0.309,0.109,224.5,38.8,0.17800000000000002,0.064,190.18,6.0865625,104.3,8.073809523809523,0
"Scotland County, Missouri",18.5,81.5,17.8,4.1,60.6,22922.44349,98.65,0.05,0.1,0.1,0.6,0.5,54.3,22.3,4816,15.9,21.85,0.445,30.5,29.95,14.3,27.1,2.65,10.45,15.55,0.9732455,42.2,4.5,3.8,0.06,16.3,0.154,0.135,0.355,0.11,265.4962616822431,107.50374999999997,0.218,0.047,145.0,6.0865625,86.9,8.073809523809523,0
"Sullivan County, Missouri",19.1,80.9,9.9,2.9,73.75,19164.59905,81.35,0.25,0.35,0.05,0.9,17.1,34.75,16.0,6778,27.8,21.75,0.423,31.1,24.6,18.55,18.05,4.2,9.2,25.4,0.6911229999999999,40.3,5.4,6.8,0.07,73.7,0.47600000000000003,0.435,0.302,0.113,150.2,107.50374999999997,0.22399999999999998,0.055,229.79,6.0865625,133.8,8.073809523809523,0
"Webster County, Missouri",17.8,82.2,14.7,5.5,68.8,23517.573969999998,95.0,1.05,0.6,0.15,1.5,1.7,34.05,12.3,35918,25.2,17.85,0.405,26.15,23.45,13.0,27.35,0.85,15.75,19.6,0.9031625,37.1,3.3,3.9,0.07,44.8,0.23800000000000002,0.17300000000000001,0.322,0.111,167.4,71.3,0.21899999999999997,0.069,102.15,6.0865625,75.2,6.7,0
"Franklin County, Mississippi",21.6,78.4,13.2,1.8,76.5,24918.759685,62.9,36.15,0.15,0.2,0.3,0.35,35.9,9.25,8202,57.6,23.45,0.555,40.2,28.2,10.55,20.25,1.15,21.5,18.35,0.52635075,40.7,5.1,4.8,0.14,57.9,0.324,0.27,0.41100000000000003,0.14300000000000002,586.3,134.3,0.217,0.10099999999999999,203.5,11.990499999999995,73.8,11.253571428571432,0
"Tallahatchie County, Mississippi",34.5,65.5,9.0,2.0,72.9,18277.52984,37.2,56.95,0.15,0.55,0.55,4.65,49.5,31.3,14289,47.9,32.9,0.46299999999999997,46.75,22.8,27.9,18.15,4.7,7.55,18.85,0.46493925,35.7,5.6,6.4,0.16,83.9,0.65,0.19699999999999998,0.389,0.13,1292.6,194.9,0.21899999999999997,0.114,249.19229166666662,12.15,96.9,14.2,1
"Wilkinson County, Mississippi",31.1,68.9,9.0,2.9,61.1,19552.33397,29.05,69.7,0.15,0.05,0.55,0.55,49.6,14.2,10039,40.4,29.35,0.493,43.95,23.6,26.75,17.75,2.25,11.65,18.0,0.57026225,36.8,4.8,4.0,0.16,75.5,0.517,0.226,0.424,0.172,599.2,248.9,0.217,0.11199999999999999,249.19229166666662,18.39,93.3,11.253571428571432,1
"Silver Bow County, Montana",8.8,91.2,22.9,7.4,79.35,22586.06603,92.3,0.25,1.7,0.55,1.65,3.55,31.8,9.55,33470,52.6,16.8,0.413,21.1,29.85,22.55,25.55,0.4,11.35,10.3,0.8537870000000001,41.8,4.1,4.1,0.09,42.1,0.33899999999999997,0.226,0.27399999999999997,0.08800000000000001,270.5,66.7,0.193,0.057999999999999996,345.48,6.7425,104.8,6.512499999999999,1
"Daviess County, Indiana",25.5,74.5,12.2,5.6,67.05,24879.983175,94.1,0.35,0.3,0.4,0.8,4.05,26.15,9.4,30926,30.9,13.45,0.396,18.3,22.25,17.9,19.8,2.5,12.95,24.65,0.8872225,35.4,4.0,3.8,0.07,45.7,0.193,0.23600000000000002,0.314,0.113,243.9,39.4,0.21,0.061,83.25,4.187857142857142,67.7,6.4,0
"Rock Island County, Illinois",13.3,86.7,21.1,7.2,76.7,25623.145080000002,77.05,8.3,0.2,1.7,1.85,10.95,25.15,6.9,147108,53.4,12.45,0.441,19.45,29.65,18.05,25.9,0.3,7.6,18.55,0.61318475,39.7,3.2,3.6,0.08,49.5,0.379,0.18899999999999997,0.273,0.09300000000000001,475.8,177.7,0.13,0.078,499.79,3.97,51.1,7.0,1
"Clay County, Indiana",12.1,87.9,13.8,5.0,75.8,27366.296825,97.0,0.45,0.25,0.25,0.9,1.05,20.5,7.6,26786,25.7,12.95,0.36700000000000005,23.15,26.95,18.1,21.95,0.4,9.35,23.3,0.941124,39.6,3.7,2.3,0.06,41.5,0.263,0.22899999999999998,0.37799999999999995,0.106,282.6,74.3,0.162,0.10099999999999999,165.14000000000004,4.187857142857142,68.9,7.352083333333332,0
"Phillips County, Kansas",10.3,89.7,17.1,3.4,76.55,25949.97016,96.1,0.35,0.2,0.5,1.55,1.25,8.6,7.9,5485,27.0,10.2,0.364,11.9,36.05,13.7,26.9,2.85,6.45,14.05,0.92395875,45.1,2.8,2.5,0.06,23.5,0.39299999999999996,0.124,0.315,0.10800000000000001,257.3333333333333,84.04166666666669,0.149,0.042,54.23,5.603,82.26438356164385,8.010526315789473,0
"Kiowa County, Kansas",10.3,89.7,20.9,7.8,84.65,18945.230795,93.85,0.25,0.6,0.3,1.05,3.95,28.4,4.25,2599,42.9,8.55,0.41,13.05,36.1,16.55,17.4,6.95,10.35,12.65,0.8825040000000001,41.0,3.028571428571429,2.7723684210526316,0.070253164556962,14.5,0.222,0.18585393258426963,0.293,0.096,257.3333333333333,84.04166666666669,0.165,0.034,78.96,5.603,180.0,8.010526315789473,0
"Brown County, Indiana",12.5,87.5,21.2,8.7,79.1,26266.822855000002,96.55,0.4,0.25,0.35,1.15,1.25,18.7,6.35,14983,52.7,10.65,0.418,17.1,26.2,17.6,23.55,0.7,13.85,18.1,0.93251325,45.5,2.3,2.5,0.06,22.0,0.32899999999999996,0.20199999999999999,0.294,0.121,39.7,48.3,0.18,0.079,35.49,4.187857142857142,77.2,7.352083333333332,0
"Union County, Indiana",15.2,84.8,15.2,4.1,78.8,27504.644444999998,97.3,0.25,0.15,0.35,0.9,1.1,31.0,9.25,7299,47.0,12.25,0.355,21.0,25.85,20.9,21.1,1.5,10.2,20.4,0.94695175,38.7,3.0,2.9,0.05,43.2,0.19699999999999998,0.298,0.332,0.115,79.9,82.57922077922083,0.16899999999999998,0.086,165.14000000000004,4.187857142857142,67.0,7.352083333333332,0
"Charles City County, Virginia",25.2,74.8,10.9,4.6,72.2,30170.10127,42.35,46.85,7.0,0.35,2.4,1.0,9.7,12.65,7201,12.8,9.95,0.409,11.1,20.4,15.7,24.25,1.65,15.35,22.65,0.40443275,45.6,2.8,2.9,0.09,26.8,0.366,0.2152857142857143,0.35600000000000004,0.14300000000000002,580.0,216.0,0.201,0.077,68.58,7.016346153846154,72.2,8.283673469387756,1
"Goochland County, Virginia",20.7,79.3,30.7,12.8,80.15,29587.02222,71.3,24.6,0.25,0.95,1.2,1.7,7.5,8.0,21073,55.5,7.75,0.508,5.3,44.85,10.6,28.8,0.95,7.9,6.95,0.5694145,44.1,2.4,3.496703296703298,0.08,16.1,0.201,0.135,0.26,0.11199999999999999,205.6,382.7,0.096,0.049,124.17,7.016346153846154,67.2,8.283673469387756,0
"Escambia County, Florida",13.3,86.7,23.4,8.6,68.7,23515.084125,67.3,22.05,0.65,2.7,3.15,4.15,28.5,9.5,300455,43.6,15.95,0.456,25.05,31.25,19.95,28.8,0.2,10.4,9.4,0.505035,37.3,4.4,4.8,0.1,49.6,0.43200000000000005,0.21899999999999997,0.3,0.124,581.4,450.5,0.209,0.084,806.36,7.38,73.3,9.1,0
"Allegany County, Maryland",14.9,85.1,15.9,7.4,74.45,22523.354919999998,89.55,7.0,0.15,0.7,1.4,1.25,24.2,8.75,73842,57.4,14.35,0.446,18.0,27.3,21.4,26.25,0.25,10.95,13.9,0.80722375,40.9,4.5,3.8,0.1,32.3,0.337,0.23,0.284,0.121,235.6,179.6,0.11900000000000001,0.08199999999999999,404.13,2.3,67.8,7.9,0
"Pierce County, Georgia",22.6,77.4,8.8,3.9,74.0,24378.5473,85.05,9.7,0.25,0.25,0.8,4.0,22.4,16.4,18294,51.0,16.65,0.42700000000000005,22.9,24.3,17.7,22.05,3.35,13.25,19.4,0.73443575,38.4,4.9,2.4,0.09,76.3,0.34600000000000003,0.165,0.306,0.132,277.0,108.3,0.228,0.092,130.12,6.990810810810811,79.1,9.171999999999995,0
"Plymouth County, Iowa",8.8,91.2,19.8,6.1,79.2,29838.624125,95.3,0.25,0.15,0.45,1.05,2.8,9.25,6.3,24671,41.3,4.9,0.42,5.7,29.45,16.6,23.65,1.5,9.6,19.2,0.9091319999999999,41.5,2.4,1.9,0.06,17.7,0.16899999999999998,0.141,0.33399999999999996,0.091,180.8,56.77073170731708,0.087,0.040999999999999995,94.17,2.8745454545454545,57.0,5.9399999999999995,0
"Queen Anne's County, Maryland",10.3,89.7,29.6,11.4,77.75,37762.71873,87.45,7.5,0.25,0.8,1.5,2.45,8.2,6.55,47225,49.7,5.65,0.39899999999999997,7.05,36.3,13.9,28.25,1.0,12.05,8.45,0.77127075,41.9,3.1,3.2,0.08,21.5,0.258,0.175,0.259,0.09,235.8,112.1,0.10099999999999999,0.062,267.8,6.438124999999999,49.9,7.5473684210526315,0
"Washtenaw County, Michigan",6.4,93.6,50.8,26.2,85.75,27895.682539999998,73.15,12.2,0.25,7.7,3.0,3.7,15.1,5.95,345399,56.9,14.15,0.46299999999999997,12.8,50.0,16.0,21.2,0.1,4.95,7.75,0.5581805000000001,32.8,2.7,3.5,0.08,12.4,0.265,0.11599999999999999,0.233,0.079,398.3,164.2,0.098,0.057,323.91,2.67,39.1,5.8,1
"Crawford County, Michigan",15.7,84.3,14.1,4.1,73.2,19397.191745,95.05,1.5,0.45,0.4,1.3,1.35,35.6,8.2,14296,46.3,17.55,0.441,31.0,28.7,21.4,22.1,0.3,11.65,15.9,0.90406275,46.1,3.786486486486486,3.768493150684931,0.09,43.7,0.363,0.35100000000000003,0.297,0.11,171.3,74.81147540983606,0.14300000000000002,0.10099999999999999,319.59,4.434166666666666,62.8,7.062790697674419,0
"Missaukee County, Michigan",14.4,85.6,12.9,3.9,73.55,21493.384125,95.9,0.35,0.6,0.25,1.05,1.85,23.2,7.55,14908,31.1,15.5,0.396,23.4,25.6,17.2,22.7,3.45,10.75,20.3,0.9201879999999999,41.8,3.786486486486486,3.3,0.06,36.4,0.295,0.204,0.32899999999999996,0.122,187.8,39.3,0.161,0.10800000000000001,31.33,4.434166666666666,66.8,7.062790697674419,0
"Iosco County, Michigan",15.6,84.4,13.6,5.5,74.85,19421.495555,95.45,0.65,0.7,0.5,1.25,1.4,25.85,7.5,26072,35.8,15.25,0.42100000000000004,24.1,25.0,24.15,23.55,0.35,11.75,15.25,0.91153875,49.7,4.2,4.9,0.06,31.9,0.353,0.223,0.342,0.124,125.3,74.81147540983606,0.158,0.113,227.3,4.434166666666666,56.7,7.062790697674419,0
"Keweenaw County, Michigan",9.2,90.8,22.0,7.7,67.6,20422.62254,97.7,0.05,0.65,0.0,0.95,0.6,42.45,6.75,2190,0.0,20.05,0.40700000000000003,41.4,28.25,25.9,21.25,0.95,12.45,11.2,0.95469775,50.6,3.786486486486486,3.768493150684931,0.07271604938271603,31.84878048780487,0.21,0.22099999999999995,0.322,0.125,460.2,74.81147540983606,0.158,0.122,123.25,4.434166666666666,64.56463414634148,7.062790697674419,0
"Lee County, North Carolina",19.3,80.7,18.0,5.2,74.6,25210.328569999998,60.95,19.4,0.4,0.85,1.35,17.0,22.85,10.2,57892,45.7,14.9,0.419,21.9,27.4,15.7,22.1,0.6,11.6,22.6,0.43829675,37.6,3.4,4.0,0.1,69.7,0.385,0.2,0.292,0.11,478.3,304.5,0.22,0.11800000000000001,216.38,11.89,77.4,7.3,0
"Union County, North Carolina",13.6,86.4,29.1,7.6,78.95,31925.430795,75.1,11.75,0.35,1.45,1.35,10.0,14.25,9.35,191572,49.3,9.25,0.43700000000000006,11.7,35.0,13.95,26.5,0.55,11.85,12.3,0.588212,35.6,3.0,2.9,0.08,34.2,0.20199999999999999,0.16399999999999998,0.27399999999999997,0.087,252.6,110.4,0.172,0.08199999999999999,165.8,4.83,48.4,6.7,0
"Bottineau County, North Dakota",14.1,85.9,21.6,5.6,82.0,22995.32603,94.15,0.35,2.4,0.1,2.0,1.0,21.7,11.55,6428,44.8,13.65,0.47200000000000003,17.35,32.25,18.9,22.55,3.85,14.4,8.1,0.8875115,47.7,3.0,2.2,0.07,16.8,0.23399999999999999,0.228,0.313,0.1,170.7,157.15072867083228,0.149,0.03,0.0,157.150728670832,62.2,6.74,0
"Stark County, North Dakota",12.7,87.3,23.1,5.2,78.5,24869.71111,95.0,0.6,0.75,1.2,0.85,1.7,9.75,13.5,23296,36.5,10.1,0.42200000000000004,12.25,28.55,18.0,24.3,1.35,13.65,14.2,0.9030975,39.7,2.8,2.3,0.06,19.2,0.215,0.191,0.318,0.096,246.3,157.15072867083228,0.102,0.016,190.85,157.150728670832,83.5,6.74,0
"Boone County, Nebraska",8.2,91.8,15.8,4.9,74.0,22742.891744999997,98.6,0.2,0.1,0.15,0.1,0.85,7.25,13.65,5518,25.6,7.0,0.429,4.35,33.95,18.9,17.15,6.7,10.35,13.0,0.9722765,45.0,2.2,1.9,0.06,15.6,0.13699999999999998,0.125,0.27899999999999997,0.09300000000000001,147.8,77.56666666666666,0.12300000000000001,0.026000000000000002,92.80028985507245,3.2074999999999996,71.68392857142857,6.409090909090909,0
"Burt County, Nebraska",9.6,90.4,18.3,4.9,80.75,26573.084759999998,95.4,0.3,1.45,0.2,0.85,1.75,8.1,10.25,6952,45.1,9.4,0.414,6.7,34.3,16.95,22.4,3.55,10.05,12.75,0.91071775,45.9,2.3,2.8,0.07,20.2,0.18899999999999997,0.17300000000000001,0.314,0.11,73.5,77.56666666666666,0.147,0.043,83.61,3.2074999999999996,83.3,6.409090909090909,0
"Cheyenne County, Nebraska",6.5,93.5,27.1,7.1,77.3,29217.26095,91.5,0.1,0.6,1.3,0.7,5.8,14.75,9.4,9913,56.1,10.2,0.405,11.45,35.15,12.0,32.75,2.2,6.6,11.25,0.840844,41.3,3.3,2.5,0.08,34.3,0.299,0.179,0.284,0.085,130.3,84.7,0.109,0.031,59.74,3.2074999999999996,93.5,6.409090909090909,0
"Douglas County, Nebraska",10.0,90.0,35.8,12.0,77.95,29441.921905000003,73.25,11.15,0.4,2.45,2.4,10.35,19.95,8.4,507524,47.0,13.0,0.461,17.6,38.1,16.35,27.2,0.3,7.4,10.65,0.560893,33.6,3.0,2.8,0.08,40.9,0.332,0.193,0.284,0.084,601.7,238.3,0.13699999999999998,0.045,483.13,6.72,47.9,6.7,1
"Dundy County, Nebraska",8.3,91.7,25.9,7.0,84.15,26979.666664999997,93.55,0.15,0.3,0.05,0.75,5.15,12.6,9.45,1973,10.3,10.05,0.462,16.6,50.4,10.35,15.3,5.45,9.55,8.95,0.87788025,48.9,3.8,3.4,0.0657627118644068,29.382191780821906,0.28,0.124,0.301,0.10099999999999999,186.58225806451614,77.56666666666666,0.171,0.03,92.80028985507245,3.2074999999999996,71.68392857142857,6.409090909090909,0
"Frontier County, Nebraska",6.5,93.5,19.8,5.7,72.55,23526.095240000002,96.7,0.0,0.15,0.05,1.65,1.45,18.15,4.95,2699,47.5,11.2,0.4,16.4,36.05,16.2,20.65,7.5,6.65,13.05,0.935574,43.0,2.4,2.1,0.0657627118644068,16.5,0.19699999999999998,0.124,0.319,0.08800000000000001,186.58225806451614,77.56666666666666,0.15,0.028999999999999998,92.80028985507245,3.2074999999999996,71.68392857142857,6.409090909090909,0
"Perkins County, Nebraska",8.1,91.9,18.4,4.7,76.95,24611.20508,96.7,0.15,0.1,0.1,0.55,2.4,8.65,7.1,2870,84.4,5.05,0.35100000000000003,5.2,38.15,16.4,21.6,6.35,7.5,10.0,0.9356995000000001,42.6,3.6,2.1,0.0657627118644068,22.9,0.20600000000000002,0.161,0.298,0.087,186.58225806451614,77.56666666666666,0.141,0.026000000000000002,0.0,3.2074999999999996,71.68392857142857,6.409090909090909,0
"Lincoln County, New Mexico",13.5,86.5,23.9,9.7,76.85,22614.20381,66.35,0.4,1.25,0.25,2.3,29.55,38.9,7.7,20692,56.4,13.35,0.419,21.5,30.8,25.0,23.3,2.4,13.15,5.4,0.5282600000000001,48.4,2.6,3.0,0.1,61.2,0.41700000000000004,0.221,0.22899999999999998,0.081,205.3,77.1,0.27,0.055,377.78,8.38,90.7,6.1642857142857155,0
"Torrance County, New Mexico",22.8,77.2,14.0,4.1,73.95,20567.20476,55.75,0.7,2.65,0.6,1.6,38.7,22.95,14.1,16474,26.0,19.4,0.428,29.65,26.55,22.4,21.85,1.1,14.7,13.3,0.46161850000000004,40.7,5.6,5.0,0.09,46.8,0.33,0.33,0.259,0.08900000000000001,373.2,244.7,0.263,0.08199999999999999,138.24,9.308,131.2,6.1642857142857155,0
"Albany County, New York",9.3,90.7,37.6,17.8,79.35,32103.38222,77.45,11.6,0.15,4.3,2.1,4.45,19.1,9.45,301272,55.0,12.5,0.449,15.4,42.55,16.0,27.85,0.2,5.8,7.7,0.61757875,38.1,2.6,3.3,0.08,17.5,0.358,0.174,0.259,0.084,481.0,418.6,0.09300000000000001,0.07400000000000001,400.8,2.68,39.9,8.4,1
"Queens County, New York",20.0,80.0,29.5,10.3,78.3,32150.97492,29.35,17.9,0.3,22.05,3.5,26.9,16.9,12.8,2254791,53.1,12.55,0.433,17.05,31.0,22.9,26.2,0.1,8.8,11.05,0.24039850000000001,37.1,3.3,3.5,0.08,23.7,0.32899999999999996,0.132,0.22899999999999998,0.09300000000000001,575.2,862.6,0.204,0.083,589.07,4.49,31.3,5.2,1
"Columbiana County, Ohio",14.7,85.3,12.4,4.0,75.9,22557.653015,94.95,2.05,0.15,0.35,1.3,1.25,30.3,6.65,108262,40.1,15.6,0.413,24.8,23.95,18.9,21.6,0.55,10.45,24.55,0.90231025,41.6,4.7,3.7,0.08,39.9,0.32,0.21600000000000003,0.32,0.12300000000000001,195.2,62.3,0.16,0.08,31.19,3.14,63.3,7.0,0
"Hocking County, Ohio",16.0,84.0,10.2,3.8,74.7,25954.68603,96.6,0.85,0.2,0.2,1.5,0.65,33.25,12.05,29118,37.5,15.4,0.396,22.05,24.95,18.35,22.2,0.35,14.25,19.85,0.9335034999999999,40.0,3.4,4.4,0.08,46.8,0.319,0.245,0.318,0.11699999999999999,122.5,63.2,0.147,0.079,36.39,4.021590909090908,83.8,7.038571428571427,0
"Holmes County, Ohio",43.7,56.3,9.4,3.8,56.7,25031.227619999998,98.2,0.25,0.05,0.05,0.65,0.8,21.45,7.65,41909,13.6,12.15,0.415,16.65,22.05,12.85,20.45,2.5,12.85,29.3,0.9644370000000001,29.3,3.969411764705882,3.9134146341463403,0.05,15.5,0.073,0.23250000000000007,0.29100000000000004,0.095,63.2,24.7,0.23399999999999999,0.047,44.56,4.021590909090908,35.7,5.5,0
"Wayne County, Ohio",15.3,84.7,19.1,6.3,71.8,26718.618094999998,94.95,1.45,0.15,0.85,1.2,1.45,16.65,6.35,114174,34.3,9.9,0.409,14.5,28.4,16.5,22.65,1.2,9.45,21.8,0.90218925,37.8,2.7,3.4,0.07,24.7,0.215,0.172,0.305,0.099,217.3,47.1,0.159,0.061,99.87,1.88,54.0,6.0,0
"Carter County, Oklahoma",16.8,83.2,16.4,4.9,74.9,24268.919365,73.9,7.2,8.95,0.95,4.4,4.65,28.7,11.6,47472,34.5,16.35,0.44799999999999995,24.25,26.05,18.75,25.65,0.85,11.6,17.25,0.56350375,38.7,4.1,4.7,0.1,71.0,0.36,0.228,0.364,0.122,430.4,70.5,0.239,0.042,967.63,6.72,103.4,6.5,0
"Craig County, Oklahoma",19.5,80.5,13.5,5.0,74.05,22546.054285,66.0,3.05,17.9,0.4,10.45,2.2,15.0,16.4,15054,51.4,18.1,0.4,18.5,30.25,21.6,20.0,2.35,10.4,15.5,0.4799915,40.9,4.1,4.3,0.09,67.6,0.29,0.21100000000000002,0.358,0.136,331.7,137.6,0.221,0.051,182.55,5.9722857142857135,96.4,8.237837837837839,0
"Jefferson County, Oklahoma",24.2,75.8,11.2,3.2,75.65,21652.557145,80.25,0.7,6.25,0.2,3.75,8.8,23.45,12.9,6380,44.3,16.95,0.446,23.05,24.0,21.35,21.6,2.2,14.65,16.2,0.65711575,41.8,6.8,5.0,0.09,67.3,0.402,0.27399999999999997,0.369,0.122,399.6,110.2,0.259,0.054000000000000006,180.79,5.9722857142857135,114.9,8.237837837837839,0
"Burnet County, Texas",16.5,83.5,21.4,6.6,76.75,24327.77524,77.65,1.75,0.45,0.5,1.0,18.65,22.45,7.0,43076,47.0,13.2,0.442,18.6,28.5,18.15,26.35,0.95,15.85,10.15,0.6381859999999999,43.0,1.7,2.8,0.07,52.9,0.36700000000000005,0.24600000000000002,0.27699999999999997,0.10099999999999999,250.5,110.7,0.278,0.054000000000000006,172.45,5.430449438202247,86.3,7.11444444444444,0
"Clay County, Texas",10.8,89.2,19.3,5.6,76.9,31508.644444999998,92.05,0.45,0.95,0.8,1.25,4.6,21.25,12.3,10927,23.8,10.2,0.385,14.5,34.15,14.05,24.15,2.7,10.7,14.3,0.849767,44.0,4.0365079365079355,3.639361702127661,0.07,35.5,0.17,0.2174653465346534,0.293,0.121,83.9,65.2,0.228,0.051,73.6,5.430449438202247,76.9,7.11444444444444,0
"Comanche County, Texas",25.3,74.7,18.1,5.2,71.6,23039.015555,73.3,0.5,0.2,0.8,0.45,24.7,35.5,15.3,13745,23.4,21.45,0.43,28.4,27.0,18.1,19.95,7.95,10.0,17.05,0.59841125,42.2,5.1,3.3,0.07,72.0,0.23800000000000002,0.22,0.28800000000000003,0.11,165.6,60.0,0.32899999999999996,0.057999999999999996,230.3,5.430449438202247,103.9,7.11444444444444,0
"Deaf Smith County, Texas",33.7,66.3,13.2,4.4,71.3,23365.122219999997,32.55,0.95,0.35,0.25,0.75,65.25,22.05,10.95,18852,48.7,17.65,0.39,27.25,22.9,16.2,21.4,6.25,11.45,21.8,0.5318715,30.8,4.0365079365079355,3.639361702127661,0.08,97.2,0.297,0.2174653465346534,0.317,0.092,316.4,71.9,0.314,0.049,377.99,5.430449438202247,54.6,9.4,0
"Denton County, Texas",8.8,91.2,39.5,11.8,81.6,35295.502855,66.3,7.75,0.4,6.0,2.15,17.4,9.75,6.65,637228,52.1,8.05,0.42200000000000004,8.2,41.05,13.55,29.25,0.15,7.3,8.65,0.4799295,32.6,2.8,2.5,0.07,26.8,0.22399999999999998,0.10099999999999999,0.295,0.084,285.0,126.3,0.175,0.06,186.09,2.54,34.3,5.1,0
